name,start,end,years,ann_ret,cagr,ann_vol,sharpe,sortino,max_dd,calmar,skew,t_stat,hit_rate,turnover_py,cost_py,gross_sharpe,avg_abs_pos,time_in_mkt,symbol,dataset,is_sharpe,oos_sharpe,sr_1990-1999,sr_2000-2009,sr_2010-2019,sr_2020-2029,family,lag,cost_mult,window_start
ng_long_SepOct,1999-07-27,2026-09-22,21.6,0.017622665568219686,0.015460237935183363,0.06770581357463638,0.2602829009475399,0.17324093925746364,-0.16733764023943554,0.09238948220533072,1.8574972142888049,1.208329196844967,0.44526315789473686,,,,,,PORT,spot,1.0670065413156236,0.10666295616695425,,0.7,-0.05,0.28,C_fixed_month_rule,1,1.0,
ng_long_SepNov,1991-08-09,2024-03-28,32.5,-0.016957261894485782,-0.019949863870588502,0.07997871814807181,-0.2120221764881412,-0.17465161527373285,-0.5135675958258603,-0.038845643753102115,0.5041002310634516,-1.2093025676640865,0.47464114832535886,1.0149094313659217,0.003588507120252088,-0.16719918203607861,0.10219065663981602,0.250914857282264,XNGUSD,fut,-0.017600519074555655,-0.4053463047139926,-0.25,0.05,-0.29,-0.54,C_fixed_month_rule,1,1.0,
ng_long_SepNov,1991-08-09,2024-03-28,32.5,-0.016957261894485782,-0.019949863870588502,0.07997871814807181,-0.2120221764881412,-0.17465161527373285,-0.5135675958258603,-0.038845643753102115,0.5041002310634516,-1.2093025676640865,0.47464114832535886,,,,,,PORT,fut,-0.017600519074555655,-0.4053463047139926,-0.25,0.05,-0.29,-0.54,C_fixed_month_rule,1,1.0,
ng_long_SepNov,1999-07-27,2026-09-22,21.6,0.03405538711995611,0.030783105013784562,0.08668801122386256,0.39285002204066827,0.31824340358503295,-0.19449379625812413,0.15827294035091224,1.6904891374237168,1.823754652667724,0.45179856115107914,0.6861265869082971,0.002317833998115549,0.41943655965669124,0.0576632531326315,0.25096667280427176,XNGUSD,spot,0.7367410960044292,0.32811727067512814,,0.65,0.31,0.38,C_fixed_month_rule,1,1.0,
ng_long_SepNov,1999-07-27,2026-09-22,21.6,0.03405538711995611,0.030783105013784562,0.08668801122386256,0.39285002204066827,0.31824340358503295,-0.19449379625812413,0.15827294035091224,1.6904891374237168,1.823754652667724,0.45179856115107914,,,,,,PORT,spot,0.7367410960044292,0.32811727067512814,,0.65,0.31,0.38,C_fixed_month_rule,1,1.0,
ng_long_AugNov,1991-08-09,2024-03-28,32.5,-0.011469729630231872,-0.015565989268405578,0.09192680356350201,-0.12477024312401672,-0.1201619546826683,-0.5944464792228481,-0.02618568670598543,0.47417212234080575,-0.7116471393565995,0.48061188189256493,1.0243175444229253,0.004448073194820394,-0.07638174028778236,0.13708611781849797,0.33886313735057333,XNGUSD,fut,0.09006514561825105,-0.3506452496856921,-0.07,-0.02,-0.31,-0.09,C_fixed_month_rule,1,1.0,
ng_long_AugNov,1991-08-09,2024-03-28,32.5,-0.011469729630231872,-0.015565989268405578,0.09192680356350201,-0.12477024312401672,-0.1201619546826683,-0.5944464792228481,-0.02618568670598543,0.47417212234080575,-0.7116471393565995,0.48061188189256493,,,,,,PORT,fut,0.09006514561825105,-0.3506452496856921,-0.07,-0.02,-0.31,-0.09,C_fixed_month_rule,1,1.0,
ng_long_AugNov,1999-07-27,2026-09-22,21.6,0.033551741107187436,0.02952605659928964,0.09460536009241116,0.35464947307862754,0.3313837703994706,-0.20923467808695828,0.1411145459693759,1.3480787609540568,1.6464136192064331,0.4465811965811966,0.6862792802525682,0.002954298560405834,0.3857447346675479,0.08060564463015575,0.3397164426440803,XNGUSD,spot,0.6827597257734037,0.2916209818687773,,0.39,0.21,0.54,C_fixed_month_rule,1,1.0,
ng_long_AugNov,1999-07-27,2026-09-22,21.6,0.033551741107187436,0.02952605659928964,0.09460536009241116,0.35464947307862754,0.3313837703994706,-0.20923467808695828,0.1411145459693759,1.3480787609540568,1.6464136192064331,0.4465811965811966,,,,,,PORT,spot,0.6827597257734037,0.2916209818687773,,0.39,0.21,0.54,C_fixed_month_rule,1,1.0,
ng_short_JanApr,1991-08-09,2024-03-28,32.5,-0.021617835772226902,-0.0249046147601516,0.08476950281587618,-0.25501902281038474,-0.21605092101622161,-0.687537709329892,-0.03622290737249141,-0.5713526087877426,-1.454541992710058,0.4878854625550661,0.9991525279728438,0.004059317774351022,-0.207157186167296,0.12125328673959851,0.3283727738472798,XNGUSD,fut,-0.6139394133785988,0.11316295755595299,-0.72,-0.41,0.19,0.02,C_fixed_month_rule,1,1.0,
ng_short_JanApr,1991-08-09,2024-03-28,32.5,-0.021617835772226902,-0.0249046147601516,0.08476950281587618,-0.25501902281038474,-0.21605092101622161,-0.687537709329892,-0.03622290737249141,-0.5713526087877426,-1.454541992710058,0.4878854625550661,,,,,,PORT,fut,-0.6139394133785988,0.11316295755595299,-0.72,-0.41,0.19,0.02,C_fixed_month_rule,1,1.0,
ng_short_JanApr,1999-07-27,2026-09-22,21.6,-0.026404750435006476,-0.030042842428055883,0.0898705882579296,-0.2938085857324595,-0.1826087820003591,-0.554070025817623,-0.05422210375615003,-3.602107159042708,-1.3639677870956735,0.45279819106840025,0.6198557387478397,0.00230902554710098,-0.2681847045563409,0.05701351748664709,0.32075124286503404,XNGUSD,spot,-0.48243347151046,-0.27020558984958604,,-0.32,-0.12,-0.5,C_fixed_month_rule,1,1.0,
ng_short_JanApr,1999-07-27,2026-09-22,21.6,-0.026404750435006476,-0.030042842428055883,0.0898705882579296,-0.2938085857324595,-0.1826087820003591,-0.554070025817623,-0.05422210375615003,-3.602107159042708,-1.3639677870956735,0.45279819106840025,,,,,,PORT,spot,-0.48243347151046,-0.27020558984958604,,-0.32,-0.12,-0.5,C_fixed_month_rule,1,1.0,
